text,created_at
FDA issued warning letters to five companies for selling fraudulent #COVID19 products: SinoTradition; Butterfly Expressions; Lotus Herbal Supplements; Lianhuaqingwencaps; Shen Clinic. There are currently no FDA-approved products to prevent or treat COVID. https://t.co/EQGJN11BVe,7/8/2020
We have seen an increase in hand sanitizer products labeled as containing ethanol that tested positive for methanol contamination. Methanol isn't acceptable for hand sanitizers &amp; can be toxic when absorbed through the skin and life-threatening if ingested. https://t.co/AcsuhiT0Gk,7/8/2020
We updated the molecular diagnostics templates on our website with more detailed recommendations for the validation of assays intended to be used for pooling patient samples. https://t.co/GQa6Oi6SH1,7/8/2020
"FDA alerted clinical laboratory staff and health care providers to an increased risk of a false positive result with BD SARS-CoV-2 Reagents for the BD Max System. We are working with Becton, Dickinson and Company (BD) to resolve the issue. https://t.co/EnVhgIJsO4",7/8/2020
"Read the FDA’s latest, wide-ranging activities to protect the public and support health care providers as we combat #COVID19. https://t.co/VUUr4LIRq6 https://t.co/jiUP8elyq2",7/8/2020
FDA Commissioner @SteveFDA returns to the #FDAInsight podcast to discuss food safety issues during the #COVID19 pandemic. LISTEN NOW: https://t.co/0NYpKdDACd https://t.co/uQdnRcgukO,7/7/2020
"#TuesdayThoughts The #FederalHazardousSubstancesAct, (formerly under FDA) was passed 60 years ago, requiring labeling of hazardous household products for consumers to safely store and use those products. These PSAs show how dangerous some products can be. #FDAhistory https://t.co/6D6nYsCCQq",7/7/2020
Buying strawberries today for #NationalStrawberrySundaeDay? Here’s tips on how to select and safely prepare these yummy ice cream toppings! https://t.co/CD5ow0hEyu https://t.co/T5pAzTdabw,7/7/2020
"RT @FDATobacco : Today, FDA issued exposure modification orders for Philip Morris Products S.A.’s IQOS System, which permits the products to be marketed with specific information about reduced exposure. Even with this action, these products are not safe nor “FDA approved.” https://t.co/Dts7v4CIny https://t.co/aPXkL5CNtB",7/7/2020
RT @FDA_Drug_Info : #TuesdayThoughts #HandSanitizer Quiz: What should you do if your child ingests hand sanitizer? ??,7/7/2020
#DYK: There’s a new timeline about the history of HIV? @PEPFAR @HIVGov we’re pleased to see our work included! Visit https://t.co/0yIUc0a7cZ to check out the interactive timeline. #AIDS2020 https://t.co/R7VbvyTvuq,7/7/2020
"Knowing the Ultraviolet Index (UVI) in your area can help you determine if and when it’s safe to be outside and what protective measures you need to take. #UVSafetyMonth
https://t.co/Htr26aqzH8 https://t.co/SgurrDieYE",7/7/2020
"To date, the FDA has currently authorized 164 tests under EUAs; these include 137 molecular tests, 25 antibody tests, and 2 antigen tests.",7/6/2020
"We issued an EUA for a #COVID19 antigen diagnostic test, the BD (Becton Dickinson) Veritor System for Rapid Detection of SARS-CoV-2. It’s the 2nd antigen test we’ve authorized for #COVID19. https://t.co/DJYTgMCY1L",7/6/2020
"The FDA issued an emergency use authorization (EUA) to @CDCgov for a diagnostic test to detect &amp; differentiate the viruses that cause flu and #COVID19. It’s the 3rd EUA for a combination test, which may preserve testing resources during flu season. https://t.co/HEhvMOnMDT",7/6/2020
We updated our guidance on the conduct of clinical trials of medical products during the #COVID19 pandemic. The updates relate to obtaining informed consent from patients to participate in trials &amp; documenting video conferencing for trial visits. https://t.co/wEU55kcw4m,7/6/2020
The FDA continues to combat #COVID19. Read about our latest activities to protect the public and support health care providers. https://t.co/dxLfJAw0di https://t.co/gJNtM7zUXa,7/6/2020
"This is the 2nd antigen test FDA has authorized for #COVID19. In addition to other CLIA-certified labs, this test can be used in patient care settings operating under a CLIA Certificate of Waiver, Certificate of Compliance, or Certificate of Accreditation.",7/6/2020
"We issued an EUA for a #COVID19 antigen diagnostic test, the BD (Becton Dickinson) Veritor System for Rapid Detection of SARS-CoV-2. https://t.co/d0cNI9GPcA https://t.co/79ecIcevCz",7/6/2020
"It’s never a good idea to leave your pet alone in a car, but in the summer heat, it could be deadly. Follow these safe traveling tips to keep your pets safe and cool this summer. ???? https://t.co/sYvtlCUc8D https://t.co/uSJtNN0etS",7/6/2020
"#DYK minorities are less likely to receive diagnosis &amp; treatment for mental illness? This National Minority Mental Health Awareness Month, read our resources for women w/ depression &amp; share w/ those in need: https://t.co/juzTDQLf65 #NMMHM https://t.co/EwvClcj7EV",7/6/2020
The FDA wishes you a happy and safe #FourthofJuly! https://t.co/XstElc582t,7/4/2020
"RT @Surgeon_General : Say it with me, America: #COVIDStopsWithMe.
#COVID19 https://t.co/9Twwxt6hPp",7/3/2020
"Combination tests work by testing a single sample from a person for multiple respiratory diseases, such as #COVID19 &amp; seasonal flu, which can show similar symptoms. This is the third diagnostic test for viruses that cause flu &amp; #COVID19.",7/2/2020
FDA issued an EUA today for a combination diagnostic test that can test for the viruses that cause flu &amp; #COVID19. This move can help health care providers during the COVID-19 pandemic prepare for the flu season with faster &amp; more comprehensive results. https://t.co/JG6ZkcXsA7 https://t.co/teeKCxJltc,7/2/2020
"To date, there are 162 currently authorized tests under EUAs; these include 136 molecular tests, 25 antibody tests, and 1 antigen test.",7/2/2020
"We warned consumers and health care professionals about hand sanitizer products that contain methanol (wood alcohol), which is often used in fuel and antifreeze, as part of continued action to protect the American public. https://t.co/69BeuocRDA",7/2/2020
"We issued an updated FDA COVID-19 Response At-A-Glance Summary that provides a quick look at facts, figures, &amp; highlights of the agency's response efforts. https://t.co/gLbMOHbgih",7/2/2020
Read about the latest FDA activities to protect consumers and support health care providers during the #COVID19 pandemic. https://t.co/GfLL2m9WPe https://t.co/P8ZOdg1BV4,7/2/2020
FDA recommends consumers immediately stop using products found to contain methanol or made in the same facility as such products and dispose of them properly. Do not flush or pour these products down the drain or mix with other liquids. https://t.co/bx1VWmzVH1,7/2/2020
"State officials have also reported recent cases of blindness, hospitalizations and death from adults &amp; children ingesting hand sanitizer products contaminated with methanol.",7/2/2020
We have seen an increase in hand sanitizer products labeled to contain ethanol (ethyl alcohol) but that have tested positive for methanol. Methanol is often used to make fuel &amp; antifreeze; it’s not an acceptable active ingredient for hand sanitizers.,7/2/2020
"FDA warns consumers &amp; health care professionals about dangerous hand sanitizer products containing methanol (wood alcohol). Methanol can be toxic when absorbed through the skin, and life-threatening when ingested. https://t.co/69BeuocRDA https://t.co/nVPK0IIOo9",7/2/2020
National #IForgotDay is no excuse to leave your sunglasses behind. Make sure you’re choosing the right types of sunglasses as preventive measures against harmful UV radiation exposure to your eyes. #UVSafetyMonth https://t.co/9AuSxMCanI https://t.co/LHcKq4j09U,7/2/2020
"RT @FDAJobs : #JobAlert! The Center for #Biologics Evaluation and Research is #recruiting for #ProjectManager, #ManagementOfficer, #RegulatoryCounsel and more! Check out some of the #positions accepting applications now &amp; #ApplyToday! https://t.co/vtENAzLVlG #FDAJobs #HiringNow @FDACBER",7/2/2020
RT @FDA_Drug_Info : #ThursdayMorning #HandSanitizer Quiz: You can use household cleaning products (like disinfectant wipes and sprays) on human skin to prevent the spread of infection. ??,7/2/2020
#DYK Bacteria in food multiplies faster in the summer heat? Make sure to follow these tips to keep your #FourthofJuly #BBQ delicious and safe. https://t.co/3ry3RAi4RA https://t.co/EmAA4NQx5Q,7/2/2020
"To date, there are 161 currently authorized tests under EUAs; these include 135 molecular tests, 25 antibody tests, and 1 antigen test.",7/2/2020
"The FDA and the FTC jointly issued a warning letter to Center for Wellness and Integrative Medicine for selling unapproved and unauthorized products to mitigate, prevent, treat, diagnose, or cure #COVID19 in people. https://t.co/4tbdBa6PRy",7/2/2020
"We issued Emergency Use Authorizations to TNS Co. Ltd (Bio TNS) for its COVID-19 RT-PCR Peptide Nucleic Acid (PNA); to Kroger Co., for its Kroger Health COVID-19 Test Home Collection Kit; &amp; to Psomagen, Inc., for its Psoma COVID-19 RT Test. https://t.co/7utYOlWRLE",7/2/2020
"Today, the FDA distributed the first round of SARS-CoV-2 reference panel materials, in support of its effort to evaluate diagnostic tests for #COVID19. The panel is an independent performance validation step being used for clinical purposes.",7/2/2020
Read about the latest FDA activities to protect the public as we work together to combat #COVID19. https://t.co/VVNj7XNGby https://t.co/Ob6FQrQ9I8,7/2/2020
It’s #CleftAwareness and Prevention Month. Moms who smoke in pregnancy increase their risk of delivering babies born with cleft palates. Visit https://t.co/3TAev4CpX3 for more information on how to be a smoke-free mom. ?? via @FDATobacco https://t.co/DB0wS3xkIB,7/1/2020
During the summer months there is a greater amount of UV radiation. Did you know it’s a good idea to remain indoors during the peak sun hours of 10am and 4pm? Get more interesting facts on UV radiation here: https://t.co/DIbIvlGNt8 #UVSafetyMonth #UVsafety https://t.co/DDXbbvgZj0,7/1/2020
